,id,sentence,subject_entity,object_entity,label,source
6882,6882,2014년 12월 19일에 통합진보당 정당해산심판 선고로 소속 의원 나머지 4명과 함께 의원직을 상실했다.,"{'word': 통합진보당, 'start_idx': 15, 'end_idx': 19}","{'word': 2014년 12월 19일, 'start_idx': 0, 'end_idx': 12}",org:dissolved,wikipedia
8021,8021,튜더 왕가 또는 튜더 왕조는 잉글랜드 왕국(1485년 1603년)과 아일랜드 왕국(1541년 1603년)을 다스린 5명의 군주를 배출한 가계를 말한다.,"{'word': 튜더 왕조, 'start_idx': 9, 'end_idx': 13}","{'word': 1603년, 'start_idx': 30, 'end_idx': 34}",org:dissolved,wikipedia
8905,8905,"1922년 12월코민테른의 주도로 상하이고려공산당와 함께 해체되었고 이후 코르뷔로(1923.2)를 설치, 통일된 공산당을 조직하였다.","{'word': 고려공산당, 'start_idx': 22, 'end_idx': 26}","{'word': 1922년 12월, 'start_idx': 0, 'end_idx': 8}",org:dissolved,wikipedia
10713,10713,민주노동당는 1955년부터 1978년까지 존재했던 오스트레일리아의 보수주의 정당이다.,"{'word': 민주노동당, 'start_idx': 0, 'end_idx': 4}","{'word': 1978년, 'start_idx': 15, 'end_idx': 19}",org:dissolved,wikipedia
10949,10949,동아방송는 1980년 11월 30일에 언론통폐합으로 한국방송공사에 강제 매각되어 'KBS 라디오 서울'이 되었다.,"{'word': 동아방송, 'start_idx': 0, 'end_idx': 3}","{'word': 1980년 11월 30일, 'start_idx': 6, 'end_idx': 18}",org:dissolved,wikipedia
11134,11134,14일 이한열기념사업회에 따르면 언론인 출신인 주리희 대만정치대 한국학과 교수는 이 열사가 숨진 1987년 7월 5일로부터 장례식이 거행된 9일까지 시위 등을 촬영한 사진 등 300여 장을 CD에 담아 지난 5일 기념사업회에 보냈다.,"{'word': 이한열, 'start_idx': 4, 'end_idx': 6}","{'word': 1987년 7월 5일, 'start_idx': 54, 'end_idx': 64}",org:dissolved,wikitree
11545,11545,"카르트 왕조는 일 칸국의 최초의 신하국이었으나, 일 칸국가 해체되면서 1335년 독립하였고, 1381년 티무르의 침입이 있을 때까지 존속하였다.","{'word': 일 칸국, 'start_idx': 8, 'end_idx': 11}","{'word': 1335년, 'start_idx': 39, 'end_idx': 43}",org:dissolved,wikipedia
12251,12251,중세 전기의 시작은 서로마 제국 멸망(476년)에서 시작되며 1001년 이후는 중세 중기가 시작된다.,"{'word': 로마 제국, 'start_idx': 12, 'end_idx': 16}","{'word': 476년, 'start_idx': 21, 'end_idx': 24}",org:dissolved,wikipedia
12535,12535,"2004년 3월 1일에 이키군 고노우라마치, 가쓰모토정, 아시베초, 이시다초가 모두 합병한 후 이키시가 발족했다.","{'word': 가쓰모토정, 'start_idx': 25, 'end_idx': 29}","{'word': 2004년 3월 1일, 'start_idx': 0, 'end_idx': 10}",org:dissolved,wikipedia
13581,13581,2010년 10월하이트 스파키즈가 CJ엔토스에 흡수 합병되면서 하이트엔토스(현 CJ엔토스) 소속이 됐다.,"{'word': 하이트 스파키즈, 'start_idx': 9, 'end_idx': 16}","{'word': 2010년 10월, 'start_idx': 0, 'end_idx': 8}",org:dissolved,wikipedia
13835,13835,1999년 7월 16일 이의철쌍방울 레이더스 구단주가 박용,"{'word': 쌍방울 레이더스, 'start_idx': 16, 'end_idx': 23}","{'word': 1999년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
14157,14157,1795년네덜란드 공화국가 프랑스에 점령당하면서 붕괴됐고 위성공화국인 바타비아공화국이 성립했다.,"{'word': 네덜란드 공화국, 'start_idx': 5, 'end_idx': 12}","{'word': 1795년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
14243,14243,2011년 8월22일 위메이드 폭스가 정식 해체된 뒤 2011년 11월 제8프로게임단 선수로 입단했다.,"{'word': 위메이드 폭스, 'start_idx': 12, 'end_idx': 18}","{'word': 2011년 8월, 'start_idx': 0, 'end_idx': 7}",org:dissolved,wikipedia
14368,14368,핀란드 능동저항당는 1904년부터 1908년 사이에 존재한 핀란드 대공국의 정당이다.,"{'word': 핀란드 능동저항당, 'start_idx': 0, 'end_idx': 8}","{'word': 1908년, 'start_idx': 19, 'end_idx': 23}",org:dissolved,wikipedia
14370,14370,1978년 공식적으로 민주노동당는 해체됐고 일부 지지자들은 새 민주노동당를 설립했다.,"{'word': 민주노동당, 'start_idx': 12, 'end_idx': 16}","{'word': 1978년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
15661,15661,결국 2019년 5월 24일프리스틴는 해체되고 멤버들은 뿔뿔이 흩어졌다.,"{'word': 프리스틴, 'start_idx': 15, 'end_idx': 18}","{'word': 2019년 5월 24일, 'start_idx': 3, 'end_idx': 14}",org:dissolved,wikipedia
16660,16660,프로야구단 쌍방울 레이더스가 해체되면서 그 구단 소속 선수를 그대로 영입하고 2000년를 새로 창단한 SK 와이번스는 그해 곧바로 한국 프로야구에 정식 참여했다.,"{'word': 쌍방울 레이더스, 'start_idx': 6, 'end_idx': 13}","{'word': 2000년, 'start_idx': 43, 'end_idx': 47}",org:dissolved,wikipedia
16951,16951,"1991년 7월 1일, 바르샤바 조약 기구 회원국이 프라하에서 회담한 뒤 공식 해체됐다.","{'word': 바르샤바 조약, 'start_idx': 13, 'end_idx': 19}","{'word': 1991년 7월 1일, 'start_idx': 0, 'end_idx': 10}",org:dissolved,wikipedia
17371,17371,2011년 8월 22일위메이드 폭스 해체에 따른 해체 게임단 공개 포스팅에서는 지명을 받지 못했지만 2차 협상에서 2011년 11월 삼성전자 칸에 영입됐다.,"{'word': 위메이드 폭스, 'start_idx': 12, 'end_idx': 18}","{'word': 2011년 8월 22일, 'start_idx': 0, 'end_idx': 11}",org:dissolved,wikipedia
17704,17704,2010년 10월이스트로 팀의 해체와 동시에 감독직에서 물러났다.,"{'word': 이스트로, 'start_idx': 9, 'end_idx': 12}","{'word': 2010년 10월, 'start_idx': 0, 'end_idx': 8}",org:dissolved,wikipedia
18345,18345,22일 2011년 8월위메이드 폭스가 해체되고 11월 해체 게임단 공개 포스팅으로 KT 롤스터에 영입됐다.,"{'word': 위메이드 폭스, 'start_idx': 12, 'end_idx': 18}","{'word': 2011년 8월, 'start_idx': 4, 'end_idx': 11}",org:dissolved,wikipedia
19577,19577,"1945년 태평양전쟁 패전 후에 금치훈장에 관한 사무를 관장하던 육군성과 해군성가 모두 폐지되고, 각각 제1복원성, 제2복원성이 사무를 계속하였다.","{'word': 해군성, 'start_idx': 41, 'end_idx': 43}","{'word': 1945년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
19875,19875,"녹색당는 1990년에 3개 정당으로 원만하게 분당했으며 루카스는 잉글랜드 웨일스 녹색당에 가입해 총선연설자(1991~92), 당 소속 지역의회 의원(1997~99)을 지냈다.","{'word': 녹색당, 'start_idx': 0, 'end_idx': 2}","{'word': 1990년, 'start_idx': 5, 'end_idx': 9}",org:dissolved,wikipedia
21177,21177,서로마 제국유럽에서는 로물루스 아우구스투루스가 폐위되는 476년 또는 율리우스 네포스가 사망하는 480년을 KZ 붕괴의 해로 보지만 로마제국에서는 자신들이 로마제국을 통일했다고 정치적으로 해석했고 이는 타당한 것이었다.,"{'word': 서로마 제국, 'start_idx': 0, 'end_idx': 5}","{'word': 476년, 'start_idx': 31, 'end_idx': 34}",org:dissolved,wikipedia
22179,22179,"1995년데이튼 협정이 체결되면서 보스니아 전쟁이 종결됐고 보스니아 헤르체고비나는 보스니아계·크로아티아계가 주축인 보스니아 헤르체고비나 연방, 세르비아계가 주축인 슬룹스카 공화국으로 구성된 연합 국가가 됐다.","{'word': 보스니아 헤르체고비나, 'start_idx': 33, 'end_idx': 43}","{'word': 1995년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
22461,22461,국가보안위원회(국가보안위원회)는 1954년 3월 13일부터 1991년 11월 6일까지 존속하고 있던 소비에트 연방의 정보기관이다.,"{'word': 국가보안위원회, 'start_idx': 0, 'end_idx': 6}","{'word': 1991년 11월 6일, 'start_idx': 33, 'end_idx': 44}",org:dissolved,wikipedia
22811,22811,"벽성대 퇴출이 확정돼 2012년 2월 29일에 문을 닫은 명신대, 성화대학, 같은 해 8월 문을 닫은 건동대에 이어 이명박 정부 출범 이후 4번째 퇴출 대학이 됐으며 2014년 2월 28일 문을 닫았다.","{'word': 성화대학, 'start_idx': 37, 'end_idx': 40}","{'word': 2012년 2월 29일, 'start_idx': 12, 'end_idx': 23}",org:dissolved,wikipedia
23699,23699,2007년 말 현대 유니콘스가 해체되고 선수단이 우리 히어로즈로 옮길 때 함께 우리 히어로즈의 선수가 되었다.,"{'word': 현대 유니콘스, 'start_idx': 8, 'end_idx': 14}","{'word': 2007년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
23720,23720,"그 후, 2008년 2월 17일민주당와 함께 통합 민주당로서 소멸했다.","{'word': 민주당, 'start_idx': 17, 'end_idx': 19}","{'word': 2008년 2월 17일, 'start_idx': 5, 'end_idx': 16}",org:dissolved,wikipedia
23836,23836,2010년 10월이스트로가 해체되면서 이스트로 선수단 공개 드래프트를 통해 KT 롤스터로 영입됐다.,"{'word': 이스트로, 'start_idx': 9, 'end_idx': 12}","{'word': 2010년 10월, 'start_idx': 0, 'end_idx': 8}",org:dissolved,wikipedia
24127,24127,2010년 10월이스트로의 해체로 이스트로 선수단 공개 드래프트를 통해 STX SouL에 영입되었다.,"{'word': 이스트로, 'start_idx': 9, 'end_idx': 12}","{'word': 2010년 10월, 'start_idx': 0, 'end_idx': 8}",org:dissolved,wikipedia
24344,24344,"발해 멸망 당시 이를 탈피한 일부 말갈족 집단은 이를 여진이라 부르며, 1115년(예종 10) 금을 건국하여 거란을 멸망시켰으며, 금나라는 1234년(고종 21) 원나라에 의해 멸망하였고, 1368년(공민왕 17) 원나라는 명나라에 의해 멸망하였다.이 지방은 수세기에 걸쳐 이들 국가의 판도로 변천을 거듭했다.","{'word': 원나라, 'start_idx': 91, 'end_idx': 93}","{'word': 1368년, 'start_idx': 106, 'end_idx': 110}",org:dissolved,wikipedia
24451,24451,예멘 통일은 1990년 5월 22일에 예멘 아랍 공화국와 예멘 인민민주공화국이 통일국가인 예멘을 건국한 사건이다.,"{'word': 예멘 아랍 공화국, 'start_idx': 21, 'end_idx': 29}","{'word': 1990년 5월 22일, 'start_idx': 7, 'end_idx': 18}",org:dissolved,wikipedia
25898,25898,大韓民国では、2001年6月に코코 엔터프라이즈と合弁でココカプコンを設立し、流通管理および韓国市場に進出したが、その後実績低調により契約解除し、2005년から撤退した。翌年、日本本社から100%の持分でカプコンエンターテインメントコリアを再設立し、もう一度韓国市場および翻訳、流通管理を行い、現在まで運営している。,"{'word': 코코 엔터프라이즈, 'start_idx': 15, 'end_idx': 23}","{'word': 2005년, 'start_idx': 73, 'end_idx': 77}",org:dissolved,wikipedia
25960,25960,아즈텍 인건비 1521년 8월 13일,"{'word': 아즈텍, 'start_idx': 0, 'end_idx': 2}","{'word': 1521년 8월 13일, 'start_idx': 8, 'end_idx': 19}",org:dissolved,wikipedia
26534,26534,그러나 2014년 12월 19일 헌법재판소의 결정(통합진보당 위헌정당 해산 및 소속 국회의원 자격 박탈)으로 의원직을 상실했다.,"{'word': 통합진보당, 'start_idx': 28, 'end_idx': 32}","{'word': 2014년 12월 19일, 'start_idx': 4, 'end_idx': 16}",org:dissolved,wikipedia
26611,26611,1918년 말 독일 제국이 제1차 세계대전에서 패하자 두 청년 핀란드인당 파벌은 결국 분당했다.,"{'word': 핀란드인당, 'start_idx': 35, 'end_idx': 39}","{'word': 1918년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
26885,26885,이후 스페인으로 이름을 바꾼 공동왕국은 1478년 카나리아 제도를 정복하고 1492년 1월 2일 무슬림 최후의 보루였던 그라나다 토후국를 정복하면서 레콩키스타를 종결하게 됐다.,"{'word': 그라나다 토후국, 'start_idx': 67, 'end_idx': 74}","{'word': 1492년, 'start_idx': 42, 'end_idx': 46}",org:dissolved,wikipedia
27688,27688,"1946년, 소련 내무인민위원회는 소련 내무부로 이름을 바꿨고 국가보안위원회는 국가보안법(MGB)으로 이름을 바꿨다.","{'word': 내무인민위원회, 'start_idx': 10, 'end_idx': 16}","{'word': 1946년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
29142,29142,2011년 8월22일 위메이드 폭스 해체로 해체 게임단 공개 포스팅으로 CJ엔투스에 영입됐다.,"{'word': 위메이드 폭스, 'start_idx': 12, 'end_idx': 18}","{'word': 2011년 8월, 'start_idx': 0, 'end_idx': 7}",org:dissolved,wikipedia
29675,29675,2015년 4월 28일 그리스 국회에서 ERT의 방송 재개에 관한 법률이 통과되면서 2015년 6월 11일 오전 6시 NERIT가 폐국되고 ERT의 방송이 2년 만에 재개되었다.,"{'word': NERIT, 'start_idx': 66, 'end_idx': 70}","{'word': 2015년 6월 11일, 'start_idx': 47, 'end_idx': 58}",org:dissolved,wikipedia
30047,30047,"일본 제국 육군의 연료창은 1945년까지 일제가 멸망할 때까지 사용됐고, 연료창을 접수하던 연합국의 일본 점령군은 제5공군 항공기지인 후추항공기지로 바꿨다.","{'word': 일본 제국 육군, 'start_idx': 0, 'end_idx': 7}","{'word': 1945년, 'start_idx': 15, 'end_idx': 19}",org:dissolved,wikipedia
31085,31085,현대 유니콘스의 마지막 해였던 2007년에는 마지막에 다시 12승을 거뒀다.,"{'word': 현대 유니콘스, 'start_idx': 0, 'end_idx': 6}","{'word': 2007년, 'start_idx': 17, 'end_idx': 21}",org:dissolved,wikipedia
31699,31699,그러나 옛 민주계가 지방선거에서 신통치 않은 실적을 내며 구태 정당이라는 비난을 받자 2007년 6월 27일중도개혁통합신당와 합당해 중도통합민주당을 창당했다.,"{'word': 중도개혁통합신당, 'start_idx': 60, 'end_idx': 67}","{'word': 2007년 6월 27일, 'start_idx': 48, 'end_idx': 59}",org:dissolved,wikipedia
32289,32289,1999년 외환위기와 함께 신동아그룹는 부도를 맞으며 그도 2000억원대의 외화 밀반출 및 횡령 혐의로 검찰 조사를 받게 된다.,"{'word': 신동아그룹, 'start_idx': 15, 'end_idx': 19}","{'word': 1999년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
102,102,1959년조선전쟁으로 폐교된 대성여자중학교를 복원하고 1960년 대성여자고등학교를 설립하였다.,"{'word': 대성여자중학교, 'start_idx': 16, 'end_idx': 22}","{'word': 1959년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
266,266,2008년 3월 1일제주교육대학교는 제주대에 통합돼 제주대 교육대학으로 개편돼 제주대 사라캠퍼스로 운영된다.,"{'word': 제주교육대학교, 'start_idx': 11, 'end_idx': 17}","{'word': 2008년 3월 1일, 'start_idx': 0, 'end_idx': 10}",org:dissolved,wikipedia
1171,1171,"전영은 초나라를 돕지도 않고 진나라를 멸망시키지도 않았기 때문에 기원전 206년에서는 진나라가 멸망하고, 항우가 시행한 제후 봉건에서는 황제에게 밀려 교동왕으로 봉해졌다.","{'word': 진나라, 'start_idx': 16, 'end_idx': 18}","{'word': 기원전 206년, 'start_idx': 36, 'end_idx': 43}",org:dissolved,wikipedia
1471,1471,한편 2012년가 해체한 충남 일화 천마에서 강유미는 오디션을 통해 전력을 강화했다.,"{'word': 충남 일화 천마, 'start_idx': 14, 'end_idx': 21}","{'word': 2012년, 'start_idx': 3, 'end_idx': 7}",org:dissolved,wikipedia
1593,1593,"50여 년의 사도 정치 체제 이후 330년 콘스탄티노플 황제 때 현 이스탄불의 자리인 비잔틴을 콘스탄티노플로 명명하고 395년로 수도를 옮겼고, 로마제국는 테오도시 1세 황제 사후 동로마제국와 서로마제국로 나뉘었다.","{'word': 로마제국, 'start_idx': 81, 'end_idx': 84}","{'word': 395년, 'start_idx': 66, 'end_idx': 69}",org:dissolved,wikipedia
1752,1752,2010년 10월는 12일 이스트로 해체를 공식 발표했고 13일 전 이스트로 선수단 공개 오디션을 통해 위메이드폭스에 영입됐다.,"{'word': 이스트로, 'start_idx': 15, 'end_idx': 18}","{'word': 2010년 10월, 'start_idx': 0, 'end_idx': 8}",org:dissolved,wikipedia
1867,1867,"2000년는 1월 서울시의 명령으로 퇴출된 승원여객 소속 도시형버스 63번, 63-1번, 421번 노선을 물려받아 운행을 시작했다.","{'word': 승원여객, 'start_idx': 24, 'end_idx': 27}","{'word': 2000년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
2122,2122,"그곳에서 그는 군대를 모아 1526년 인근 지역을 정복했고, 16세기 초반 멸망한 로디 왕조는 멸망하고 무굴제국을 건설했다.","{'word': 로디 왕조, 'start_idx': 46, 'end_idx': 50}","{'word': 1526년, 'start_idx': 15, 'end_idx': 19}",org:dissolved,wikipedia
2293,2293,2007년 시즌이 끝난 뒤 현대 유니콘스가 해체되고 선수단을 물려받은 뒤 새로 창단된 구단은 2년을 혹독하게 겪으며 2008년과 2009년 뚜렷한 활약을 보여주지 못했다.,"{'word': 현대 유니콘스, 'start_idx': 15, 'end_idx': 21}","{'word': 2007년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
2303,2303,말레이시아 싱가포르 항공는 1972년 10월 1일에 의해 운영이 중단됐고 싱가포르 항공가 뒤를 이었다.,"{'word': 싱가포르 항공, 'start_idx': 6, 'end_idx': 12}","{'word': 1972년 10월 1일, 'start_idx': 15, 'end_idx': 26}",org:dissolved,wikipedia
2445,2445,같은 날 카르파티아 우크라이나는 카르파티아 우크라이나 공화국의 독립을 선언했지만 헝가리가 카르파티아 우크라이나를 병합하면서 1939년 3월 16일에 넘어갔다.,"{'word': 카르파티아 우크라이나, 'start_idx': 5, 'end_idx': 15}","{'word': 1939년 3월 16일, 'start_idx': 69, 'end_idx': 80}",org:dissolved,wikipedia
2647,2647,결국 대법원은 1999년 효성의 상표를 축산업협동조합와 중복되는 금융 분야에 사용할 수 없다고 판결했지만 KV축산업협동조합가 농업협동조합과 합병하면서 문제가 된 상표의 사용이 정지되면서 분쟁은 자연스럽게 마무리됐다.,"{'word': 축산업협동조합, 'start_idx': 22, 'end_idx': 28}","{'word': 2000년, 'start_idx': -1, 'end_idx': 3}",org:dissolved,wikipedia
3099,3099,1456년부터 1847년까지 카자흐 칸국는 오늘날 카자흐스탄이 있는 카자흐스탄인의 나라다.,"{'word': 카자흐 칸국, 'start_idx': 16, 'end_idx': 21}","{'word': 1847년, 'start_idx': 8, 'end_idx': 12}",org:dissolved,wikipedia
3604,3604,청년당는 2012년 3월 19일부터 2012년 4월 12일가 존재했던 대한민국의 진보주의 정당이다.,"{'word': 청년당, 'start_idx': 0, 'end_idx': 2}","{'word': 2012년 4월 12일, 'start_idx': 20, 'end_idx': 31}",org:dissolved,wikipedia
4249,4249,"'1127년 정강의 변'(김나라가 송나라를 멸망시키고 휘종, 흠종 황제를 데려간 사건)이 일어나 많은 신하들과 함께 포로로 끌려갔다.","{'word': 송나라, 'start_idx': 19, 'end_idx': 21}","{'word': 1127년, 'start_idx': 1, 'end_idx': 5}",org:dissolved,wikipedia
4487,4487,결국 2007년 6월 27일중도개혁통합신당와 함께 통합민주당을 신설하고 해산했다.,"{'word': 중도개혁통합신당, 'start_idx': 15, 'end_idx': 22}","{'word': 2007년 6월 27일, 'start_idx': 3, 'end_idx': 14}",org:dissolved,wikipedia
4525,4525,"결국 항우는 기원전 206년에서 진나라를 소멸시키고 각지의 제후왕을 봉해했으며, 육국의 세력을 약화시키기 위해 각국을 분열시키고 자신을 따르는 장수를 중용해 각각의 주국에 주고 원래 있던 왕을 다른 곳으로 옮겼다.","{'word': 진나라, 'start_idx': 18, 'end_idx': 20}","{'word': 기원전 206년, 'start_idx': 7, 'end_idx': 14}",org:dissolved,wikipedia
4762,4762,2007년를 끝으로 재정난을 이기지 못한 그는 이듬해 현대 유니콘스가 해체되면서 은퇴할 때까지 현대 유니콘스 선수 인수의 실질적 후신팀인 넥센 히어로즈에서 1루수로 활약했다.,"{'word': 현대 유니콘스, 'start_idx': 30, 'end_idx': 36}","{'word': 2007년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
4861,4861,"1918년 3월는 29일 독일군의 지원을 받아 우크라이나 중앙의회가 점령해 우크라이나 인민소비에트 공화국, 오데사인민공화국과 함께 해산했다.","{'word': 우크라이나 인민소비에트 공화국, 'start_idx': 42, 'end_idx': 57}","{'word': 1918년 3월, 'start_idx': 0, 'end_idx': 7}",org:dissolved,wikipedia
4883,4883,한편 키몬다의 휴업 이후 2011년까지 2년여에 걸쳐 전 세계 키몬다 공장이 폐쇄되면서 미국은 해고 노동자와 막대한 소송전을 벌이고 있다.,"{'word': 키몬다, 'start_idx': 3, 'end_idx': 5}","{'word': 2011년, 'start_idx': 14, 'end_idx': 18}",org:dissolved,wikipedia
6584,6584,1989년 폴란드에서 사회주의 정권이 무너지면서 폴란드 인민공화국 공군은 다시 폴란드 공군이 됐다.,"{'word': 폴란드 인민공화국, 'start_idx': 27, 'end_idx': 35}","{'word': 1989년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
6882,6882,2014년 12월 19일에 통합진보당 정당해산을 선고해 소속 의원 4명과 함께 의원직을 잃었다.,"{'word': 통합진보당, 'start_idx': 15, 'end_idx': 19}","{'word': 2014년 12월 19일, 'start_idx': 0, 'end_idx': 12}",org:dissolved,wikipedia
8021,8021,튜더 왕국 또는 튜더 왕조는 잉글랜드 왕국(1485년1603년)과 아일랜드 왕국(1541년1603년)을 통치한 5명의 군주를 배출한 가정을 말한다.,"{'word': 튜더 왕조, 'start_idx': 9, 'end_idx': 13}","{'word': 1603년, 'start_idx': 29, 'end_idx': 33}",org:dissolved,wikipedia
8905,8905,1922년 12월코민텐 주도로 상하이 고려공산당와 함께 해체된 뒤 코부이로(1923.2)를 설치해 통합 공산당을 조직했다.,"{'word': 고려공산당, 'start_idx': 21, 'end_idx': 25}","{'word': 1922년 12월, 'start_idx': 0, 'end_idx': 8}",org:dissolved,wikipedia
10713,10713,민주노동당는 1955년부터 1978년가 존재해 온 호주 보수주의 정당이다.,"{'word': 민주노동당, 'start_idx': 0, 'end_idx': 4}","{'word': 1978년, 'start_idx': 15, 'end_idx': 19}",org:dissolved,wikipedia
10949,10949,동아방송는 언론 통폐합으로 1980년 11월 30일에 의해 한국방송공사에 강제 매각돼 KBS 라디오서울로 바뀌었다.,"{'word': 동아방송, 'start_idx': 0, 'end_idx': 3}","{'word': 1980년 11월 30일, 'start_idx': 15, 'end_idx': 27}",org:dissolved,wikipedia
11134,11134,14일 이한열기념사업회에 따르면 언론인 출신인 주리희 대만정치대 한국어학과 교수는 이 열사가 숨진 1987년 7월 5일부터 장례식이 열리는 9일까지 시위 등 사진 촬영 등 약 300장의 사진을 CD에 담아 기념사업회에 보냈다.,"{'word': 이한열, 'start_idx': 4, 'end_idx': 6}","{'word': 1987년 7월 5일, 'start_idx': 55, 'end_idx': 65}",org:dissolved,wikitree
11545,11545,카르테 왕조는 일 칸국의 첫 신하국이었으나 일 칸국가 해체되고 1335년가 독립하면서 1381년 티무르의 침공까지 있었다.,"{'word': 일 칸국, 'start_idx': 8, 'end_idx': 11}","{'word': 1335년, 'start_idx': 35, 'end_idx': 39}",org:dissolved,wikipedia
12251,12251,중세 전기의 시작은 웨스트로마 제국의 멸망(476년)에서 시작돼 1001년 후 중세 중반부터다.,"{'word': 로마 제국, 'start_idx': 14, 'end_idx': 18}","{'word': 476년, 'start_idx': 24, 'end_idx': 27}",org:dissolved,wikipedia
12535,12535,"2004년 3월 1일가 이키 군 고노우라 정, 가쓰모토정, 족부 정, 이시다 정을 합병하면서 이키 시가 성립했다.","{'word': 가쓰모토정, 'start_idx': 26, 'end_idx': 30}","{'word': 2004년 3월 1일, 'start_idx': 0, 'end_idx': 10}",org:dissolved,wikipedia
13581,13581,2010년 10월하이트 스파키즈는 CJ엔투스에 합병돼 하이트엔투스(현 CJ엔투스) 소속이 됐다.,"{'word': 하이트 스파키즈, 'start_idx': 9, 'end_idx': 16}","{'word': 2010년 10월, 'start_idx': 0, 'end_idx': 8}",org:dissolved,wikipedia
13835,13835,1999년의 이의철 쌍방울 레이더스 사장은 7월 16일 박용오 KBO 총재와의 비밀회담에서 처음으로 매각 의사를 밝혔다.,"{'word': 쌍방울 레이더스, 'start_idx': 11, 'end_idx': 18}","{'word': 1999년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
14157,14157,1795년네덜란드 공화국가 프랑스에 점령되면서 붕괴됐고 위성공화국 바타비아공화국이 수립됐다.,"{'word': 네덜란드 공화국, 'start_idx': 5, 'end_idx': 12}","{'word': 1795년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
14243,14243,위메이드 폭스는 22일 공식적으로 해체된 뒤 2011년 11월 제8프로게임단 선수로 입단했다.2011년 8월,"{'word': 위메이드 폭스, 'start_idx': 0, 'end_idx': 6}","{'word': 2011년 8월, 'start_idx': 52, 'end_idx': 59}",org:dissolved,wikipedia
14368,14368,핀란드 능동저항당는 1904년 1908년 사이에 있었던 핀란드 대공국의 정당이다.,"{'word': 핀란드 능동저항당, 'start_idx': 0, 'end_idx': 8}","{'word': 1908년, 'start_idx': 17, 'end_idx': 21}",org:dissolved,wikipedia
14370,14370,1978년는 공식적으로 민주노동당를 해체하고 일부 지지자들은 새로운 민주노동당를 결성했다.,"{'word': 민주노동당, 'start_idx': 13, 'end_idx': 17}","{'word': 1978년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
15661,15661,결국 2019년 5월 24일프리스틴는 해체되고 멤버들은 뿔뿔이 흩어졌다.,"{'word': 프리스틴, 'start_idx': 15, 'end_idx': 18}","{'word': 2019년 5월 24일, 'start_idx': 3, 'end_idx': 14}",org:dissolved,wikipedia
16660,16660,프로야구단 쌍방울 레이더스 해체와 함께 이 구단의 선수를 직접 영입해 새로 창단된 2000년야구단 SK 와이번스는 그해 한국 프로야구에 정식 입단했다.,"{'word': 쌍방울 레이더스, 'start_idx': 6, 'end_idx': 13}","{'word': 2000년, 'start_idx': 46, 'end_idx': 50}",org:dissolved,wikipedia
16951,16951,"1991년 7월 1일, 바르샤바 조약 회원국들은 프라하에서 회담을 가진 뒤 공식 해체됐다.","{'word': 바르샤바 조약, 'start_idx': 13, 'end_idx': 19}","{'word': 1991년 7월 1일, 'start_idx': 0, 'end_idx': 10}",org:dissolved,wikipedia
17371,17371,2011년 8월 22일위메이드 폭스 해체 게임단 공개 발표회에서는 후보에 오르지 못했지만 2차 협상을 통해 2011년 11월 삼성전자에 영입됐다.,"{'word': 위메이드 폭스, 'start_idx': 12, 'end_idx': 18}","{'word': 2011년 8월 22일, 'start_idx': 0, 'end_idx': 11}",org:dissolved,wikipedia
17704,17704,2010년 10월이스트로가 해체되면서 감독직에서 물러났다.,"{'word': 이스트로, 'start_idx': 9, 'end_idx': 12}","{'word': 2010년 10월, 'start_idx': 0, 'end_idx': 8}",org:dissolved,wikipedia
18345,18345,2011년 8월는 지난 22일 위메이드 폭스를 해체하고 11월 게임단을 해체해 공개 프로모션을 하고 KT 롤스터를 영입했다.,"{'word': 위메이드 폭스, 'start_idx': 17, 'end_idx': 23}","{'word': 2011년 8월, 'start_idx': 0, 'end_idx': 7}",org:dissolved,wikipedia
19577,19577,1945년 태평양전쟁 패전 이후 금치훈장을 관할하는 육군성과 해군성는 모두 폐지돼 각각 제1복원성과 제2복원성이 업무를 계속하고 있다.,"{'word': 해군성, 'start_idx': 34, 'end_idx': 36}","{'word': 1945년, 'start_idx': 0, 'end_idx': 4}",org:dissolved,wikipedia
