,id,sentence,subject_entity,object_entity,label,source
30008,30008,"만네르헤임는 1951년 1월 27일(협정 세계시), 핀란드 시간으로 1월 28일 스위스 로잔의 주립병원에서 사망했다.","{'word': 만네르헤임, 'start_idx': 0, 'end_idx': 4}","{'word': 스위스 로잔, 'start_idx': 45, 'end_idx': 50}",per:place_of_death,wikipedia
30987,30987,1593년 6월 제2차 진주성 전투에서 진주성가 함락되자 의병장 김천일 고종후과 함께 촉석루에 올라 임금이 거처하는 북쪽을 향해 4배를 한 뒤 스스로 진주 남강에 투신해 순직하였다.,"{'word': 고종후, 'start_idx': 40, 'end_idx': 42}","{'word': 진주성, 'start_idx': 13, 'end_idx': 15}",per:place_of_death,wikitree
1044,1044,2010년 3월 29일 최진영는 서울특별시 강남구 논현동 자택에서 스스로 목숨을 끊었다.,"{'word': 최진영, 'start_idx': 13, 'end_idx': 15}","{'word': 서울특별시 강남구, 'start_idx': 18, 'end_idx': 26}",per:place_of_death,wikipedia
1552,1552,"막시밀리아노 1세(Maximiliano I, 1832년 7월 6일 오스트리아 빈 ~ 1867년 6월 19일 @ 부근)은 오스트리아의 대공이자 멕시코 제국의 황제이다. 멕시코 케레타로","{'word': 막시밀리아노 1세, 'start_idx': 0, 'end_idx': 8}","{'word': 멕시코 케레타로, 'start_idx': 93, 'end_idx': 100}",per:place_of_death,wikipedia
2214,2214,"을미사변 때 훈련대 병력을 동원해 명성황후 살해에 가담했던 당시 조선훈련대 제2대대장 우범선은 이후 일본으로 망명하였고, 이후 고영근은 1898년 대한제국 조선인 망명객 출신인 윤효정을 우연히 만나 명성황후 암살사건에 대한 이야기를 밀담하는 등 1903년 11월 24일 일본 히로시마현 구레일본 히로시마현 구레@에 있는 자신의 객가 *를 칼로 찔렀다.","{'word': 우범선, 'start_idx': 48, 'end_idx': 50}","{'word': 일본 히로시마현 구레, 'start_idx': 151, 'end_idx': 161}",per:place_of_death,wikipedia
2802,2802,마리 드 메디시스왕비는 1630년 아들 루이 13세에 의해 추방되어 1642년 루벤스가 유년기를 보낸 쾰른의 집에서 죽었다.,"{'word': 마리 드 메디시스, 'start_idx': 0, 'end_idx': 8}","{'word': 쾰른, 'start_idx': 57, 'end_idx': 58}",per:place_of_death,wikipedia
3510,3510,"1921년 6월 자유시 참변 이후 상하이파 고려공산당 간부들이 거의 러시아로 건너가 이르쿠츠크 그룹과 군권투쟁을 벌일 때 운수 책임자 중 한 명인 김립는 홀로 상하이 본부를 지켰고, 1921년 말 임시정부가 보낸 김구의 부하 오면, 노종균 등 청년들이 길거리에서 찔렸다.상하이","{'word': 김립, 'start_idx': 82, 'end_idx': 83}","{'word': 상하이, 'start_idx': 19, 'end_idx': 21}",per:place_of_death,wikipedia
4171,4171,병든 트라야누스은 파르티아 원정군의 사령관으로 하데리야스를 임명하고 로마로 돌아갔으나 도중에 킬리키아 지역의 세리누스에서 사망했다.,"{'word': 트라야누스, 'start_idx': 3, 'end_idx': 7}","{'word': 세리누스, 'start_idx': 61, 'end_idx': 64}",per:place_of_death,wikipedia
4421,4421,"김창완과 그의 두 형제로 구성된 그룹 '산울림'의 멤버이자 삼형제 중 막내 김창익는 2008년 1월 캐나다 벤쿠버@에서 제설작업 중 사고로 사망했다고 발표했고, 같은 해 김창완은 산울림 공식활동 중단 소식을 듣고 젊은 연주자 4명과 팀을 이뤄 음악활동을 시작한다.","{'word': 김창익, 'start_idx': 42, 'end_idx': 44}","{'word': 캐나다 벤쿠버, 'start_idx': 56, 'end_idx': 62}",per:place_of_death,wikipedia
4949,4949,루이스 몰로니알벨로(1925년 5월 12일카나리아 제도 산타크루스데트네리페2010년 2월 12일카나리아 제도 라스 팔마스)는 스페인의 전 축구 미드필더이자 감독이다.,"{'word': 루이스 몰로니, 'start_idx': 0, 'end_idx': 6}","{'word': 라스 팔마스, 'start_idx': 61, 'end_idx': 66}",per:place_of_death,wikipedia
7229,7229,"고용희는 2004년 8월 13일 프랑스파리에서 치료를 받던 중 심장마비, 암으로 사망했으나 3개월 전인 5월경 사망했을 가능성도 있다.","{'word': 고용희, 'start_idx': 0, 'end_idx': 2}","{'word': 프랑스, 'start_idx': 18, 'end_idx': 20}",per:place_of_death,wikipedia
7440,7440,레흐 카친스키2010년 폴란드 공군 Tu-154 추락사고는 2010년 4월 10일 폴란드 대통령 등이 탑승한 폴란드 공군 소속 투폴레프 Tu-154M이 러시아 스몰렌스크 부근에 추락해 탑승자 전원이 사망한 사건이다.,"{'word': 레흐 카친스키, 'start_idx': 0, 'end_idx': 6}","{'word': 러시아 스몰렌스크, 'start_idx': 85, 'end_idx': 93}",per:place_of_death,wikipedia
10522,10522,이 자리에서 박정희는 김재규의 총에 가슴과 머리를 맞고 국군 서울지역 병원으로 옮겨졌으나 이송 도중 숨을 거뒀다.,"{'word': 박정희, 'start_idx': 7, 'end_idx': 9}","{'word': 서울, 'start_idx': 34, 'end_idx': 35}",per:place_of_death,wikipedia
11019,11019,"선의왕후본관은 함종(咸從)이며, 영조 6년(1730) 6월 29일 경희궁 어조당(魚藻堂)@에서 무생(無生)으로 내려와 춘추 26세, 시호는 선의(宣義), 무덤명은 의릉(義陵)이며, 10월 천장산 경종릉(景宗陵) 아래에서 장례를 거행한다.","{'word': 선의왕후, 'start_idx': 0, 'end_idx': 3}","{'word': 경희궁 어조당(魚藻堂), 'start_idx': 37, 'end_idx': 48}",per:place_of_death,wikipedia
11309,11309,"알폰소 10세 드 카스티야(1221년 11월 23일 톨레도~1284년 4월 4일 @)는 부르고뉴 왕조에 속하는 카스티야 왕국과 레옹 왕국의 왕으로, 당분간 독일 왕(신성로마제국 황제)이다.세비야","{'word': 알폰소 10세, 'start_idx': 0, 'end_idx': 6}","{'word': 세비야, 'start_idx': 105, 'end_idx': 107}",per:place_of_death,wikipedia
11428,11428,루돌프 1세는 1291년 7월 15일 슈파이어로 죽었다.,"{'word': 루돌프 1세, 'start_idx': 0, 'end_idx': 5}","{'word': 슈파이어, 'start_idx': 21, 'end_idx': 24}",per:place_of_death,wikipedia
11763,11763,피천득선생님은 2007년 5월 25일 서울에서 병으로 별세하셨다.,"{'word': 피천득, 'start_idx': 0, 'end_idx': 2}","{'word': 서울, 'start_idx': 21, 'end_idx': 22}",per:place_of_death,wikipedia
12114,12114,미셸 드브레는 1912년 1월 15일 파리 7구에서 태어나 1996년 8월 2일 몽루이쉬르루아르에서 사망한 프랑스의 정치인이다.,"{'word': 미셸 드브레, 'start_idx': 0, 'end_idx': 5}","{'word': 몽루이쉬르루아르, 'start_idx': 45, 'end_idx': 52}",per:place_of_death,wikipedia
14104,14104,"2014년 8월 11일(현지시간) 미국 샌프란시스코 마린 카운티 경찰서에 따르면 로빈 윌리엄스는 이날 @Tiburon, California에 있는 자택에서 목을 매 숨졌다.캘리포니아","{'word': 로빈 윌리엄스, 'start_idx': 45, 'end_idx': 51}","{'word': 캘리포니아, 'start_idx': 96, 'end_idx': 100}",per:place_of_death,wikipedia
15761,15761,메이레키3년(1657년) 10월 26일 에도에서 54세를 일기로 별세했다. 가독은 장남 의진이다.,"{'word': 메이레키, 'start_idx': 0, 'end_idx': 3}","{'word': 에도, 'start_idx': 22, 'end_idx': 23}",per:place_of_death,wikipedia
15970,15970,그러나 이스마일 2세는 @의 궁성에서 아편 중독으로 사망했다.카즈빈,"{'word': 이스마일 2세, 'start_idx': 4, 'end_idx': 10}","{'word': 카즈빈, 'start_idx': 34, 'end_idx': 36}",per:place_of_death,wikipedia
15990,15990,한편 그가 취임한 해에 바티칸교황요한 바오로 1세이 취임 33일 만에 급사해 타살 의혹을 받아 다시 화제가 되고 있다.,"{'word': 요한 바오로 1세, 'start_idx': 18, 'end_idx': 26}","{'word': 바티칸, 'start_idx': 13, 'end_idx': 15}",per:place_of_death,wikipedia
16082,16082,"서재필그러나 휴전은 보이지 않고 6·25전쟁이 한창이던 1951년 1월 5일 @노리스톤 몽고메리 병원 병실에서 후두암과 방광암, 과로로 생을 마감했다.펜실베이니아주 필라델피아","{'word': 서재필, 'start_idx': 0, 'end_idx': 2}","{'word': 펜실베이니아주 필라델피아, 'start_idx': 84, 'end_idx': 96}",per:place_of_death,wikipedia
17322,17322,손원일대한민국,"{'word': 손원일, 'start_idx': 0, 'end_idx': 2}","{'word': 대한민국, 'start_idx': 3, 'end_idx': 6}",per:place_of_death,wikipedia
18873,18873,헤디 라마르는 2000년 1월 19일 @주의 카셀베리에서 심장병으로 85세에 사망했다.플로리다,"{'word': 헤디 라마르, 'start_idx': 0, 'end_idx': 5}","{'word': 플로리다, 'start_idx': 48, 'end_idx': 51}",per:place_of_death,wikipedia
19202,19202,"'아스타시안 프레, 코만단테'는 1965년 쿠바 작곡가 카를로스 푸에브라가 1965년 작곡한 스페인어 노래로 혁명가 체 게바라가 콩고로 투쟁 무대를 옮기기 위해 자신이 사망한 볼리비아볼리비아 쿠바를 떠나면서 남긴 이별편지의 내용이다.","{'word': 체 게바라, 'start_idx': 65, 'end_idx': 69}","{'word': 볼리비아, 'start_idx': 98, 'end_idx': 101}",per:place_of_death,wikipedia
19895,19895,손다이크미국 뉴욕주,"{'word': 손다이크, 'start_idx': 0, 'end_idx': 3}","{'word': 미국 뉴욕주, 'start_idx': 4, 'end_idx': 9}",per:place_of_death,wikipedia
21137,21137,박시창(대한제국 경기도 시흥 출생~대한민국 서울사망)은 대한민국의 독립운동가 겸 군인이자 예비역 대한민국 육군 소장 출신으로 사회운동가 겸 사회기관 단체장이다.,"{'word': 박시창, 'start_idx': 0, 'end_idx': 2}","{'word': 서울, 'start_idx': 24, 'end_idx': 25}",per:place_of_death,wikipedia
21538,21538,워버그1932년 1월 24일 63세의 나이로 뉴욕의 저택에서 세상을 떠나 @주슬리피홀로에 있는 슬리피홀로 묘지에 안장되었다.,"{'word': 워버그, 'start_idx': 0, 'end_idx': 2}","{'word': 뉴욕, 'start_idx': 25, 'end_idx': 26}",per:place_of_death,wikipedia
22391,22391,플로리야나 이스마일리는 2019년 6월 29일 이탈리아 롬바르디아주 코모호보트를 타던 중 뛰어내려 실종됐다.,"{'word': 플로리야나 이스마일리, 'start_idx': 0, 'end_idx': 10}","{'word': 이탈리아 롬바르디아주 코모호, 'start_idx': 26, 'end_idx': 40}",per:place_of_death,wikipedia
23497,23497,"리승엽( , 1905년 2월 8일 대한제국 경기도 부평 출생 ~ 1954년 7월 30일 @평양에서 사형 집행)는 일제강점기의 친일 공산주의 운동가 @의 정치가이다. 조선민주주의인민공화국","{'word': 리승엽, 'start_idx': 0, 'end_idx': 2}","{'word': 조선민주주의인민공화국, 'start_idx': 92, 'end_idx': 102}",per:place_of_death,wikipedia
24378,24378,팔레스타인을 정복하려다 1259년 8월 11일 대칸 뭉케이 중국에서 사망했다는 소식을 듣고 알레포를 포위했다.,"{'word': 대칸 뭉케, 'start_idx': 26, 'end_idx': 30}","{'word': 중국, 'start_idx': 33, 'end_idx': 34}",per:place_of_death,wikipedia
24637,24637,터르노보 근교수렵 과정에서 칼리만 아센은 미하일 아센 1세을 살해하고 왕위를 찬탈한다.,"{'word': 미하일 아센 1세, 'start_idx': 23, 'end_idx': 31}","{'word': 터르노보 근교, 'start_idx': 0, 'end_idx': 6}",per:place_of_death,wikipedia
24642,24642,"1947년 7월 여운형에서 암살된 후, 그는 노동인민당을 이끌었고 1948년 4월 남북협상에 참여했다.서울","{'word': 여운형, 'start_idx': 9, 'end_idx': 11}","{'word': 서울, 'start_idx': 57, 'end_idx': 58}",per:place_of_death,wikipedia
24941,24941,김옥의 측근은 2009년 김정일의 넷째 부인 김옥이 김정일의 셋째 부인 고용희이 탄 차량의 브레이크를 조작해 고용희암살을 모의했다고 증언했다. 고용희는 2004년 교통사고를 당해 2004년 5월 26일 프랑스 모 병원에서 유방암으로 별세했으며 6월 초 북한에서 장례를 치렀다.,"{'word': 고용희, 'start_idx': 40, 'end_idx': 42}","{'word': 프랑스, 'start_idx': 113, 'end_idx': 115}",per:place_of_death,wikipedia
26540,26540,기원전 42년 10월 마케도니아의 필리피에서 두 번의 전투를 치른 뒤 로마군이 승리해 브루투스와 카세우스는 스스로 목숨을 끊었다.,"{'word': 브루투스, 'start_idx': 48, 'end_idx': 51}","{'word': 필리피, 'start_idx': 19, 'end_idx': 21}",per:place_of_death,wikipedia
26562,26562,1100년 예루살렘가 함락된 후 왕이 되지 않고 통치자였던 성묘지킴이 보두앵의 형 고드프루아 드 부용이 죽자 보두앵은 예루살렘로 들어가 @의 왕 보두앵 1세가 되어 @왕국을 세우게 됩니다.,"{'word': 고드프루아 드 부용, 'start_idx': 46, 'end_idx': 55}","{'word': 예루살렘, 'start_idx': 6, 'end_idx': 9}",per:place_of_death,wikipedia
27079,27079,바실리 4세1612년 9월 12일 @t에서 사망했으며 1635년 러시아 차르의 차르 미하일 1세의 요청으로 모스크바로 돌아왔다.고스티닌 성,"{'word': 바실리 4세, 'start_idx': 0, 'end_idx': 5}","{'word': 고스티닌 성, 'start_idx': 71, 'end_idx': 76}",per:place_of_death,wikipedia
28332,28332,"내부 마케도니아 혁명기구 회원으로 활동했고, 1934년 프랑스 마르세유에서 유고슬라비아 왕국의 알렉산다르 1세왕과 프랑스 외무장관 바투를 암살했다.","{'word': 알렉산다르 1세, 'start_idx': 53, 'end_idx': 60}","{'word': 프랑스 마르세유, 'start_idx': 31, 'end_idx': 38}",per:place_of_death,wikipedia
29266,29266,"묵석이 선우가 된 2009년, 진시황사망 이후 진나라는 큰 혼란에 빠졌고, 중국은 초한전쟁의 내전을 겪고 있다.","{'word': 진시황, 'start_idx': 17, 'end_idx': 19}","{'word': 진나라, 'start_idx': 26, 'end_idx': 28}",per:place_of_death,wikipedia
30008,30008,만네르헤임는 1951년 1월 27일(협정 세계시간) 핀란드 시간으로 1월 28일 스위스 로잔의 주립병원에서 별세했다.,"{'word': 만네르헤임, 'start_idx': 0, 'end_idx': 4}","{'word': 스위스 로잔, 'start_idx': 45, 'end_idx': 50}",per:place_of_death,wikipedia
30987,30987,"1593년 6월, 제2차 진주성 전투에서 진주성@ 함락되자 의병 김천일, 고종후과 함께 촉석루에 올라 왕의 거처가 있는 북방에 4배 절을 한 뒤 스스로 진주 남강에 뛰어들어 순절했다.","{'word': 고종후, 'start_idx': 41, 'end_idx': 43}","{'word': 진주성, 'start_idx': 14, 'end_idx': 16}",per:place_of_death,wikitree
